ORTHOMCL	NCRA	CTHT	Pfam	CAZY	MEROPS
ORTHO_00396	2	1	Peptidase_M24 (3)		MER005497 (3); MER029983 (3); MER064643 (3); MER047299 (3)
ORTHO_00397	2	1			
ORTHO_00398	2	1	cNMP_binding (6); LRR_6 (4); cNMPbd_u2 (3); F-box-like (3); F-box (3)		
ORTHO_00399	2	1	UCR_hinge (3)		
ORTHO_00400	2	1	Pkinase_Tyr (3); Pkinase (3)		
ORTHO_00401	2	1	WD40 (12)		
ORTHO_00402	2	1	adh_short (3); KR (3); adh_short_C2 (3)		
ORTHO_00403	2	1	LSM (3)		
ORTHO_00404	2	1	STPPase_N (3); Metallophos (3)		
ORTHO_00405	2	1	Pro_isomerase (3)		
ORTHO_00406	2	1	Pkinase_Tyr (3); Pkinase (3)		
ORTHO_00407	3	0	Glyco_hydro_71 (3); Peptidase_S8 (1)	CBM24.hmm (5); GH71.hmm (3)	
ORTHO_00408	2	1	adh_short_C2 (3); KR (3); adh_short (3)		
ORTHO_00409	2	1	SAC3_GANP (3)		
ORTHO_00410	2	1	2OG-FeII_Oxy_2 (3)		
ORTHO_00411	2	1	EF-hand_5 (12); EF-hand_8 (6); EF-hand_1 (4); EF-hand_7 (3); EF-hand_6 (1)		
ORTHO_00412	3	0			
ORTHO_00413	2	1	Fungal_trans (3); Zn_clus (3)		
ORTHO_00414	2	1	GST_N_4 (3); GST_C_6 (2); Tom37 (1)		
ORTHO_00415	2	1	Hemerythrin (1)		
ORTHO_00416	2	1	ADH_zinc_N_2 (3); ADH_zinc_N (3)		
ORTHO_00417	3	0	CorA (3)		
ORTHO_00418	2	1	NT-C2 (3)		
ORTHO_00419	2	1	Pkinase_Tyr (3); Pkinase (3)		
ORTHO_00420	2	1			
ORTHO_00421	2	1	CTD_bind (3)		
ORTHO_00422	2	1	Peptidase_S15 (3); PepX_C (3)		
ORTHO_00423	2	1	PI-PLC-X (2)		
ORTHO_00424	2	1	AAA_2 (3); AAA (3); AAA_5 (3); ClpB_D2-small (3)		
ORTHO_00425	2	1	Ribosomal_L37e (3)		
ORTHO_00426	2	1	Glyco_hydro_18 (3); LysM (1)	GH18.hmm (3); CBM50.hmm (1)	
ORTHO_00427	2	1	Fcf1 (3)		
ORTHO_00428	2	1	Peptidase_S41 (2)		
ORTHO_00429	2	1			
ORTHO_00430	2	1			
ORTHO_00431	2	1	GSH_synthase (3); GSH_synth_ATP (3)		
ORTHO_00432	2	1	Forkhead (3)		
ORTHO_00433	2	1	Malate_synthase (3)		
ORTHO_00434	2	1			
ORTHO_00435	2	1	LSM (3)		
ORTHO_00436	2	1	Glyco_tran_28_C (3)	GT28.hmm (3)	
ORTHO_00437	2	1	PTS_2-RNA (3)		
ORTHO_00438	2	1	Methyltransf_15 (3); Met_10 (1)		
ORTHO_00439	2	1	Na_Ca_ex (6)		
ORTHO_00440	2	1	Pyr_redox_3 (3); Pyr_redox_dim (3); Pyr_redox (3); Pyr_redox_2 (3)		
ORTHO_00441	2	1	Ank_3 (3); TIG (3); Ank (3); Ank_5 (3); Ank_2 (3); Ank_4 (3)		
ORTHO_00442	2	1	Pkinase_Tyr (3); Pkinase (3); Kinase-like (3)		
ORTHO_00443	2	1	Profilin (3)		
ORTHO_00444	2	1	SSB (3)		
ORTHO_00445	2	1	FmdA_AmdA (3)		
ORTHO_00446	2	1	S-AdoMet_synt_C (3); S-AdoMet_synt_N (3); S-AdoMet_synt_M (3)		
ORTHO_00447	2	1	Zw10 (3)		
ORTHO_00448	2	1	Acetyltransf_1 (2)		
ORTHO_00449	2	1	THF_DHG_CYH_C (3); THF_DHG_CYH (3)		
ORTHO_00450	3	0			
ORTHO_00451	2	1	DLH (3)		
ORTHO_00452	3	0	NMT1 (3)		
ORTHO_00453	2	1			
ORTHO_00454	2	1	Ribonucleas_3_3 (3); Ribonuclease_3 (3)		
ORTHO_00455	2	1	eIF_4G1 (3); MIF4G (3)		
ORTHO_00456	2	1	P34-Arc (3)		
ORTHO_00457	2	1	Peptidase_M16_C (3); Peptidase_M16 (3)		MER004877 (3); MER142407 (3); MER023436 (3); MER003909 (3); MER024891 (3); MER014056 (3); MER014096 (3); MER188967 (3); MER015088 (3); MER001233 (2); MER015270 (1)
ORTHO_00458	2	1	GATase (3)		
ORTHO_00459	3	0			
ORTHO_00460	3	0			
ORTHO_00461	2	1	DUF1751 (3)		
ORTHO_00462	2	1	CN_hydrolase (3); NAD_synthase (3)		
ORTHO_00463	2	1	Ldh_2 (3)		
ORTHO_00464	2	1			
ORTHO_00465	2	1	DUF1752 (3)		
ORTHO_00466	2	1			
ORTHO_00467	2	1	Na_Ca_ex (6)		
ORTHO_00468	2	1	WD40 (6)		
ORTHO_00469	2	1	RNA_ligase (2)		
ORTHO_00470	2	1	Zn_clus (1)		
ORTHO_00471	2	1	LRR_8 (13); PP2C (3); Guanylate_cyc (3); Ad_cyc_g-alpha (3)		
ORTHO_00472	2	1	TGT (3)		
ORTHO_00473	2	1	PK_C (3); PK (3)		
ORTHO_00474	2	1			
ORTHO_00475	2	1	Fungal_trans (2); Zn_clus (2)		
ORTHO_00476	2	1	AOX (3)		
ORTHO_00477	2	1	MBOAT (3); F-box (1); F-box-like (1)		
ORTHO_00478	2	1	GATA (3)		
ORTHO_00479	2	1	Peptidase_C2 (3); Calpain_III (3)		MER028150 (3); MER002939 (3); MER019360 (3); MER005406 (3); MER002290 (3); MER003200 (3); MER016159 (2); MER027268 (2); MER002878 (2); MER004046 (2); MER003952 (1); MER049592 (1); MER049593 (1); MER003180 (1)
ORTHO_00480	2	1	Protoglobin (3)		
ORTHO_00481	2	1	AA_permease_2 (3); AA_permease (3); Aa_trans (1)		
ORTHO_00482	2	1			
ORTHO_00483	2	1	Yippee-Mis18 (3)		
ORTHO_00484	2	1	HLH (3)		
ORTHO_00485	2	1			
ORTHO_00486	2	1	ELMO_CED12 (3); PH_12 (3); DUF3361 (3)		
ORTHO_00487	3	0			
ORTHO_00488	2	1	eIF-5_eIF-2B (3)		
ORTHO_00489	2	1	IPK (3)		
ORTHO_00490	2	1			
ORTHO_00491	2	1	Vfa1 (3)		
ORTHO_00492	2	1			
ORTHO_00493	2	1	DUF3384 (3); Rap_GAP (3); Tuberin (3)		
ORTHO_00494	3	0	DUF2403 (3); DUF2401 (3)		
ORTHO_00495	2	1	F-box (2); F-box-like (2)		
ORTHO_00496	2	1	IKI3 (3)		
ORTHO_00497	3	0			
ORTHO_00498	2	1	AA_permease_2 (3); AA_permease (3)		
ORTHO_00499	2	1	Microtub_bd (3); Kinesin (3)		
ORTHO_00500	2	1			
ORTHO_00501	2	1	Glyco_hydro_2_C (3); Glyco_hydro_2 (3); Glyco_hydro_2_N (3); DUF4981 (3); Bgal_small_N (3); BetaGal_dom4_5 (1)	GH2.hmm (3)	
ORTHO_00502	2	1	Kelch_5 (3); Kelch_3 (3); Kelch_4 (3); Kelch_2 (1)		
ORTHO_00503	2	1	Pkinase (3); Pkinase_Tyr (3); Kinase-like (3)		
ORTHO_00504	2	1	RecQ_Zn_bind (3); Helicase_C (3); DEAD (2)		
ORTHO_00505	2	1	FeS_assembly_P (3)		
ORTHO_00506	2	1	Mito_carr (9)		
ORTHO_00507	2	1	MOSC_N (3); MOSC (3)		
ORTHO_00508	2	1	Cofilin_ADF (3)		
ORTHO_00509	2	1	SH3_1 (9); SH3_9 (9); SH3_2 (3); SHD1 (3)		
ORTHO_00510	2	1	GTP_EFTU_D2 (3); GTP_EFTU_D3 (3); GTP_EFTU (3)		
ORTHO_00511	2	1	CDP-OH_P_transf (3)		
ORTHO_00512	2	1	UBA_e1_thiolCys (3); UAE_UbL (3); ThiF (3)		
ORTHO_00513	2	1	DDHD (3)		
ORTHO_00514	2	1	Pkinase_Tyr (3); Pkinase (3)		
ORTHO_00515	2	1	PTCB-BRCT (3); NIF (3); BRCT (3)		
ORTHO_00516	2	1			
ORTHO_00517	2	1	zf-C3H1 (2)		
ORTHO_00518	2	1	Piwi (3); ArgoL2 (3); PAZ (3); ArgoN (3); ArgoL1 (3)		
ORTHO_00519	3	0			
ORTHO_00520	2	1	DUF846 (3)		
ORTHO_00521	2	1	Aldo_ket_red (3)		
ORTHO_00522	2	1	MafB19-deam (6); dCMP_cyt_deam_1 (3)		
ORTHO_00523	2	1	DUF2263 (3)		
ORTHO_00524	3	0			
ORTHO_00525	2	1	PCI (3)		
ORTHO_00526	2	1	Fmp27_WPPW (3); Fmp27 (3); DUF2405 (3); Fmp27_GFWDK (3); Fmp27_SW (3); Apt1 (3); JAB (1)		MER022060 (1); MER021993 (1); MER003198 (1); MER122119 (1); MER022005 (1); MER022061 (1); MER022069 (1)
ORTHO_00527	2	1	VWA_2 (3); VIT (3); VIT_2 (3); VWA_3 (3); VWA (3)		
ORTHO_00528	3	0			
ORTHO_00529	2	1	Fungal_trans (3); zf-C2H2 (2)		
ORTHO_00530	2	1	MreB_Mbl (3); HSP70 (3)		
ORTHO_00531	2	1	Mt_ATP-synt_D (3)		
ORTHO_00532	2	1	Ribosomal_S8 (3)		
ORTHO_00533	2	1	Cyclin_N (3)		
ORTHO_00534	2	1	EMG1 (3)		
ORTHO_00535	2	1	SMK-1 (3)		
ORTHO_00536	3	0			
ORTHO_00537	2	1			MER026493 (2)
ORTHO_00538	2	1			
ORTHO_00539	2	1	PseudoU_synth_1 (3)		
ORTHO_00540	2	1	ADH_zinc_N (3); ADH_N (3)		
ORTHO_00541	2	1			
ORTHO_00542	3	0			
ORTHO_00543	2	1			
ORTHO_00544	3	0			
ORTHO_00545	2	1	AAA (6); RuvB_N (6); AAA_2 (3); Vps4_C (3); CDC48_2 (3); AAA_5 (3); CDC48_N (3)		
ORTHO_00546	2	1	PINIT (3); zf-MIZ (3); SAP (2)		
ORTHO_00547	2	1	Mg_trans_NIPA (3)		
ORTHO_00548	2	1	PhoLip_ATPase_C (3); Cation_ATPase (3); PhoLip_ATPase_N (3); E1-E2_ATPase (3)		
ORTHO_00549	2	1	Helicase_C (3); SNF2_N (3); DUF3535 (3)		
ORTHO_00550	2	1			
ORTHO_00551	2	1			
ORTHO_00552	2	1	MoCF_biosynth (6); MoeA_C (3); MoeA_N (3)		
ORTHO_00553	2	1		CBM13.hmm (3)	
ORTHO_00554	3	0	Kelch_5 (3)		
ORTHO_00555	2	1	Zn_ribbon_17 (2); zinc_ribbon_16 (2)		
ORTHO_00556	2	1	EF-hand_5 (9); EF-hand_8 (6); EF-hand_6 (3); EF-hand_1 (3); EF-hand_7 (3)		
ORTHO_00557	2	1	PAS_9 (6); PAS_4 (3); HisKA (3); PAS_3 (3); Response_reg (3); HATPase_c (3)		
ORTHO_00558	2	1	WD40 (18); Nup160 (1)		
ORTHO_00559	3	0			
ORTHO_00560	2	1	MBA1 (2); Tim44 (1)		
ORTHO_00561	2	1	DPM3 (3)		
ORTHO_00562	2	1	Vac7 (5)		
ORTHO_00563	2	1	zf-C3HC4 (3); zf-RING_UBOX (2)		
ORTHO_00564	2	1	APG6 (3)		
ORTHO_00565	2	1	Thiamine_BP (3)		
ORTHO_00566	2	1	Acetyltransf_1 (3); FR47 (3); Acetyltransf_10 (3)		
ORTHO_00567	2	1	Cullin_Nedd8 (3); Cullin (3)		
ORTHO_00568	2	1	DAO (3)		
ORTHO_00569	2	1	DnaJ (3)		
ORTHO_00570	2	1			
ORTHO_00571	2	1	PHO4 (3)		
ORTHO_00572	2	1			
ORTHO_00573	2	1	Zn_clus (2); Fungal_trans (1)		
ORTHO_00574	2	1	Semialdhyde_dh (3); AA_kinase (3); NAT (3); QRPTase_N (1); QRPTase_C (1)		
ORTHO_00575	2	1	Glyco_hydro_1 (3)	GH1.hmm (3)	
ORTHO_00576	2	1	WD40 (9); NLE (3); Nup160 (1)		
ORTHO_00577	2	1	Glyco_transf_8 (3)	GT8.hmm (3)	
ORTHO_00578	2	1	AT_hook (10)		
ORTHO_00579	2	1	Lipase_3 (3)		
ORTHO_00580	2	1	DUF4336 (3)		
ORTHO_00581	2	1	Fungal_trans (3)		
ORTHO_00582	2	1	CRC_subunit (3)		
ORTHO_00583	2	1	zf-CCCH (3)		
ORTHO_00584	2	1	zf-CCHC (3)		
ORTHO_00585	2	1	FAR1 (3)		
ORTHO_00586	3	0	Zn_clus (3)		
ORTHO_00587	2	1			
ORTHO_00588	2	1			
ORTHO_00589	2	1			
ORTHO_00590	2	1	AAA_12 (3); AAA_11 (3); AAA_30 (2); DUF2075 (2); AAA_19 (2)		
ORTHO_00591	2	1	Mito_carr (9)		
ORTHO_00592	2	1			
ORTHO_00593	2	1	Glyco_hydro_92 (3)	GH92.hmm (3)	
ORTHO_00594	2	1	DAGK_cat (3)		
ORTHO_00595	2	1	TPT (3)		
ORTHO_00596	2	1	Thioredoxin_2 (3); Thioredoxin (3); OST3_OST6 (2)		
ORTHO_00597	2	1	CP2 (3)		
ORTHO_00598	2	1	zf-C3HC4_2 (3); zf-RING_UBOX (3); BRE1 (3); zf-RING_5 (3); Prok-RING_4 (3); zf-C3HC4 (3); zf-C3HC4_3 (3); zf-RING_2 (2)		
ORTHO_00599	2	1			
ORTHO_00600	2	1	Peptidase_M22 (3)		
ORTHO_00601	2	1	Pkinase (3); Pkinase_Tyr (3)		
ORTHO_00602	2	1			
ORTHO_00603	2	1	Clr5 (3)		
ORTHO_00604	2	1	Snf7 (3)		
ORTHO_00605	2	1	Glyco_hydro_72 (3); Cellulase (2)	GH72.hmm (3)	
ORTHO_00606	2	1			
ORTHO_00607	2	1	Sec3_C (3); Sec3-PIP2_bind (3)		
ORTHO_00608	2	1			
ORTHO_00609	2	1	LCAT (1)		
ORTHO_00610	2	1	Pribosyltran (3); Pribosyl_synth (3); Pribosyltran_N (3)		
ORTHO_00611	2	1	Lactamase_B_6 (3); Beta-Casp (3); CPSF100_C (3); RMMBL (3)		
ORTHO_00612	2	1	zf-C2H2_2 (4); zf-C2H2_jaz (3); zf-met (3); DnaJ (2)		
ORTHO_00613	2	1	UQ_con (6)		
ORTHO_00614	2	1			
ORTHO_00615	2	1			
ORTHO_00616	2	1	Ras (3); Roc (3); Arf (2)		
ORTHO_00617	2	1	Methyltransf_11 (3); Methyltransf_23 (3); Methyltransf_25 (3); Methyltransf_31 (1)		
ORTHO_00618	2	1	Actin (4)		
ORTHO_00619	2	1			
ORTHO_00620	2	1			
ORTHO_00621	2	1	DUF3716 (3)		
ORTHO_00622	2	1			
ORTHO_00623	2	1			
ORTHO_00624	2	1	Xan_ur_permease (5)		
ORTHO_00625	2	1	Ran_BP1 (3)		
ORTHO_00626	2	1	GFA (3)		
ORTHO_00627	2	1	Diphthamide_syn (3)		
ORTHO_00628	2	1	Rad9 (3)		
ORTHO_00629	2	1	PDT (3)		
ORTHO_00630	2	1	Myotub-related (3)		
ORTHO_00631	3	0			
ORTHO_00632	3	0	FRQ (3)		
ORTHO_00633	2	1			
ORTHO_00634	2	1			
ORTHO_00635	2	1	Sod_Cu (2)		
ORTHO_00636	2	1	RRM_1 (3)		
ORTHO_00637	2	1	zf-RRN7 (3); Ribosomal_L40e (1); ubiquitin (1); Rad60-SLD (1)		
ORTHO_00638	2	1	adh_short_C2 (6); adh_short (5); KR (3)		
ORTHO_00639	2	1	DUF676 (3); PGAP1 (3); Abhydrolase_1 (2); LCAT (1)		
ORTHO_00640	2	1	Sugar_tr (3); MFS_1 (3)		
ORTHO_00641	2	1			
ORTHO_00642	2	1			
ORTHO_00643	3	0			
ORTHO_00644	2	1	Metallophos (3); Metallophos_2 (3)		
ORTHO_00645	3	0	MFS_1 (5); Sugar_tr (3)		
ORTHO_00646	3	0			
ORTHO_00647	2	1	CNH (3); RhoGEF (3); PH_5 (3)		
ORTHO_00648	2	1	LSM (3)		
ORTHO_00649	2	1			
ORTHO_00650	2	1	Roc (3); Ras (3); Arf (3)		
ORTHO_00651	2	1	Proteasome (3)		MER002676 (3); MER000548 (2)
ORTHO_00652	2	1	Ferric_reduct (3); FAD_binding_8 (3); NAD_binding_6 (3)		
ORTHO_00653	2	1	DUF2433 (3); Metallophos (1)		
ORTHO_00654	2	1	FA_hydroxylase (3)		
ORTHO_00655	2	1	Oxysterol_BP (3)		
ORTHO_00656	2	1	WD40 (2)		
ORTHO_00657	3	0	TPR_10 (3); TPR_12 (2); NB-ARC (1)		
ORTHO_00658	2	1	DNA_mis_repair (3); Mlh1_C (3); HATPase_c_3 (3); HATPase_c (3)		
ORTHO_00659	2	1	Amino_oxidase (3); Glu_synthase (3); GXGXG (3); NAD_binding_8 (3); Pyr_redox_2 (3); Glu_syn_central (3); Fer4_20 (3); GATase_2 (3); Pyr_redox (3); FAD_binding_2 (2)		MER198917 (3)
ORTHO_00660	2	1	RGS (3); DEP (3)		
ORTHO_00661	3	0	Amidohydro_1 (3); Amidohydro_3 (2)		MER005900 (3)
ORTHO_00662	2	1			
ORTHO_00663	2	1	IU_nuc_hydro (3)		
ORTHO_00664	2	1	PGP_phosphatase (4); Hydrolase_like (2)		
ORTHO_00665	2	1	Enolase_N (3); Enolase_C (3); MR_MLE_C (1)		
ORTHO_00666	2	1	Glyco_hydro_17 (3)	GH17.hmm (3)	
ORTHO_00667	2	1	RasGEF (3); RasGEF_N (3)		
ORTHO_00668	2	1			
ORTHO_00669	2	1	ThiF (3)		
ORTHO_00670	2	1	WD40 (15); PRP4 (3)		
ORTHO_00671	2	1	Fungal_trans (3); Zn_clus (1)		
ORTHO_00672	2	1	CBM_21 (3); CBM53 (3)	CBM21.hmm (3)	
ORTHO_00673	2	1	F_bP_aldolase (3)		
ORTHO_00674	2	1	FtsJ (3)		
ORTHO_00675	2	1	Citrate_bind (3); ATP-grasp_2 (3)		
ORTHO_00676	2	1	MFS_1 (3); Sugar_tr (3)		
ORTHO_00677	2	1	MMS1_N (3)		
ORTHO_00678	2	1	Glyco_hydro_31 (3); NtCtMGAM_N (3)	GH31.hmm (3)	
ORTHO_00679	2	1	DnaJ (3); DnaJ_CXXCXGXG (3); DnaJ_C (3)		
ORTHO_00680	2	1	SPX (3); zf-C3HC4 (1)		
ORTHO_00681	3	0	RTA1 (4)		
ORTHO_00682	2	1	vATP-synt_E (3)		
ORTHO_00683	2	1	WD40 (5)		
ORTHO_00684	2	1	Hamartin (3)		
ORTHO_00685	2	1	Ribosomal_S8e (3)		
ORTHO_00686	2	1	Whi5 (3)		
ORTHO_00687	2	1	Rogdi_lz (3)		
ORTHO_00688	2	1	DUF2406 (3)		
ORTHO_00689	2	1	CBS (9)		
ORTHO_00690	2	1	KH_1 (25)		
ORTHO_00691	2	1	TB2_DP1_HVA22 (3)		
ORTHO_00692	2	1	Roc (3); Ras (3); Arf (2)		
ORTHO_00693	2	1	Actin (3)		
ORTHO_00694	2	1	bZIP_2 (3); Aft1_OSA (3); bZIP_1 (3); Aft1_HRA (3); Aft1_HRR (3)		
ORTHO_00695	2	1	BAR (3); BAR_2 (3)		
ORTHO_00696	2	1	Complex1_LYR (3); Complex1_LYR_2 (2)		
ORTHO_00697	2	1	Exo_endo_phos (3)		
ORTHO_00698	2	1	zf-PARP (2)		
ORTHO_00699	2	1			
ORTHO_00700	2	1			
ORTHO_00701	2	1	Pkinase (3); C2 (3); Pkinase_Tyr (3); Pkinase_C (3); Kinase-like (3)		
ORTHO_00702	2	1	Mpv17_PMP22 (3)		
ORTHO_00703	2	1	CRAL_TRIO_N (3); CRAL_TRIO_2 (3); CRAL_TRIO (3)		
ORTHO_00704	2	1			
ORTHO_00705	2	1	PTR2 (3); MFS_1 (2)		
ORTHO_00706	2	1	Ribosomal_S21e (3)		
ORTHO_00707	2	1	Topoisom_I (3); Topo_C_assoc (3); Topoisom_I_N (3)		
ORTHO_00708	2	1			
ORTHO_00709	2	1			
ORTHO_00710	2	1	PHD (2)		
ORTHO_00711	2	1	zf-CCHC (17); zf-CCHC_4 (10)		
ORTHO_00712	2	1	Glyco_hydro_63N (3); Glyco_hydro_63 (3)	GH63.hmm (3)	
ORTHO_00713	2	1	DUF1688 (3)		
ORTHO_00714	2	1	Macro (1)		
ORTHO_00715	2	1	DIM1 (3)		
ORTHO_00716	2	1	Ish1 (21)		
ORTHO_00717	2	1	F-box (3); F-box-like (1)		
ORTHO_00718	2	1	NPL4 (3); zf-NPL4 (3)		
ORTHO_00719	2	1			
ORTHO_00720	2	1	HECT (3)		
ORTHO_00721	2	1	Ribosomal_60s (3); Ribosomal_L10 (3)		
ORTHO_00722	2	1			
ORTHO_00723	2	1	Annexin (11)		
ORTHO_00724	2	1	Porphobil_deam (3); Porphobil_deamC (3)		
ORTHO_00725	2	1	6PF2K (3); His_Phos_1 (3)		
ORTHO_00726	2	1			
ORTHO_00727	2	1	Urease_alpha (3); Urease_beta (3); Amidohydro_1 (3); Urease_gamma (3); Amidohydro_3 (2)		MER004801 (3)
ORTHO_00728	3	0	zf-C2H2 (1)		
ORTHO_00729	2	1	PP2C (3)		
ORTHO_00730	2	1	ApbA (3); ApbA_C (3)		
ORTHO_00731	2	1	Vps4_C (3); AAA (3); RuvB_N (3)		
ORTHO_00732	2	1	SRPRB (3); Roc (3); Gtr1_RagA (3); Arf (3); Ras (3)		
ORTHO_00733	2	1	GAT (3)		
ORTHO_00734	2	1			
ORTHO_00735	2	1	Fer4 (6); Fer4_7 (3); Fer4_9 (3); Fer4_10 (3); Fer4_4 (2)		
ORTHO_00736	2	1	TRI12 (4); MFS_1 (3)		
ORTHO_00737	3	0			
ORTHO_00738	2	1	Abhydrolase_1 (3); Hydrolase_4 (3); DUF818 (2); Abhydrolase_6 (1)	CE10.hmm (3)	MER017248 (3); MER017242 (3); MER017246 (3); MER017375 (3); MER017353 (3); MER031564 (3); MER017240 (3); MER017239 (3); MER017371 (3); MER017244 (2); MER017367 (1)
ORTHO_00739	2	1	MMS1_N (3); CPSF_A (3)		
ORTHO_00740	2	1	AMP_N (3); Peptidase_M24 (3)		MER001733 (3); MER001248 (3); MER001244 (3); MER028601 (3); MER005462 (3); MER004931 (3); MER013463 (3); MER002038 (2); MER001250 (2); MER004532 (1)
ORTHO_00741	2	1	FAA_hydrolase (3)		
ORTHO_00742	2	1	NDUFA12 (3)		
ORTHO_00743	2	1			
ORTHO_00744	2	1	Not3 (3); NOT2_3_5 (3)		
ORTHO_00745	2	1	NAT (3)		
ORTHO_00746	3	0	AltA1 (3)		
ORTHO_00747	2	1	His_Phos_2 (3); RimK (3)		
ORTHO_00748	2	1	PAPA-1 (3)		
ORTHO_00749	2	1	PEMT (3); ICMT (3); Tmemb_170 (1)		
ORTHO_00750	2	1	ADH_zinc_N (3); ADH_N (2)		
ORTHO_00751	2	1			
ORTHO_00752	2	1	TPP_enzyme_C (3); TPP_enzyme_N (3); TPP_enzyme_M (3)		
ORTHO_00753	2	1	Avl9 (3); SPA (1)		
ORTHO_00754	2	1	Glycohydro_20b2 (3); Glyco_hydro_20 (3); Glyco_hydro_20b (2)	GH20.hmm (3)	
ORTHO_00755	2	1	E2_bind (3); ThiF (3)		
ORTHO_00756	2	1	RRM_1 (6)		
ORTHO_00757	2	1	Sld5 (3)		
ORTHO_00758	2	1	DUF3433 (4)		
ORTHO_00759	2	1	His_biosynth (3)		
ORTHO_00760	2	1	3HCDH_N (3); 3HCDH (2)		
ORTHO_00761	3	0	Pkinase (4); Pkinase_Tyr (3)		
ORTHO_00762	2	1	zf-CCCH (3)		
ORTHO_00763	2	1	MSC (3); HeH (3)		
ORTHO_00764	2	1	PfkB (3)		
ORTHO_00765	2	1	C2 (3)		
ORTHO_00766	2	1	AAA_5 (5); Dynein_heavy (4); AAA_8 (3); DHC_N1 (3); DHC_N2 (3); AAA_7 (3); MT (3); AAA_9 (3); AAA_6 (3); AAA (1)		
ORTHO_00767	2	1			
ORTHO_00768	2	1	Chromo (3)		
ORTHO_00769	2	1	N1221 (3); DUF3402 (3)		
ORTHO_00770	2	1	Patatin (2); NB-ARC (1)		
ORTHO_00771	2	1	Ldh_1_N (3); Ldh_1_C (3)		
ORTHO_00772	2	1			
ORTHO_00773	2	1	Pkinase (3); Pkinase_Tyr (3); Pkinase_C (1)		
ORTHO_00774	2	1	Pkinase (3); Mad3_BUB1_II (3); Mad3_BUB1_I (2)		
ORTHO_00775	2	1	ING (3)		
ORTHO_00776	2	1	Trs65 (3)		
ORTHO_00777	2	1	AAA_11 (6); AAA_30 (3); AAA_12 (3); AAA_19 (3); Dna2 (3); Cas_Cas4 (3); ESSS (1)		
ORTHO_00778	2	1	Fungal_trans (3)		
ORTHO_00779	2	1	CUE (3); VPS9 (3)		
ORTHO_00780	2	1			
ORTHO_00781	2	1	PH (3); Anillin (3)		
ORTHO_00782	2	1	Arginase (3); MARVEL (1)		
ORTHO_00783	2	1	UBX (1); YCII (1)		
ORTHO_00784	2	1	THF_DHG_CYH (3); FTHFS (3); THF_DHG_CYH_C (3)		
ORTHO_00785	2	1	AT_hook (2)		
ORTHO_00786	2	1	PI3_PI4_kinase (2); AA_permease_2 (2); Pik1 (2)		
ORTHO_00787	2	1	SAPS (3)		
ORTHO_00788	1	2			
ORTHO_00789	2	1	SRP54_N (2); UME (2); ArgK (2); SRP-alpha_N (2); SRP54 (2); FATC (2); PI3_PI4_kinase (2); FAT (2)		
ORTHO_00790	2	1	UCH_1 (4); Peptidase_M16_C (4); UCH (2); Peptidase_M16 (2); Peptidase_M16_M (2); DUSP (2)		MER056043 (2); MER015670 (2); MER002693 (2); MER001879 (2); MER005448 (2); MER014772 (2); MER005457 (2); MER003823 (1); MER003386 (1); MER005428 (1); MER002345 (1); MER002423 (1); MER011096 (1); MER002283 (1); MER001795 (1); MER001218 (1); MER005427 (1); MER005433 (1); MER014648 (1); MER001214 (1); MER015259 (1); MER005455 (1); MER011744 (1)
ORTHO_00791	2	1	Peptidase_C13 (2); zf-TFIIIC (2); TFIIIC_delta (2)		MER002488 (2); MER000845 (2); MER001800 (2); MER185284 (2); MER004735 (2); MER002477 (2); MER000843 (2); MER002548 (2); MER029741 (2); MER012121 (2)
ORTHO_00792	1	2			
ORTHO_00793	1	2	Pyr_redox_2 (3); Pyr_redox (2); K_oxygenase (1)		
ORTHO_00794	2	1	EFG_II (2); EFG_C (2); Asp (2); EFG_IV (2); GTP_EFTU_D2 (2); GTP_EFTU (2)		MER000932 (2); MER002153 (2); MER000931 (2); MER001428 (2); MER000939 (2); MER003669 (2); MER005350 (2); MER000933 (1); MER000938 (1); MER000934 (1); MER000948 (1); MER000935 (1); MER001526 (1)
ORTHO_00795	2	1	Alpha-amylase (3); DUF3459 (1)	GH13.hmm (3)	
ORTHO_00796	1	2	TauD (3)		
ORTHO_00797	2	1	ArgJ (2); Rep_fac_C (2); RuvB_N (2); DNA_pol3_delta2 (2); AAA (2); AAA_14 (1); Viral_helicase1 (1)		MER011829 (2)
ORTHO_00798	2	1	eIF-3_zeta (2); DRMBL (2); Lactamase_B_2 (1)		
ORTHO_00799	1	2			
ORTHO_00800	1	2	Glyco_hydro_62 (2); CBM_1 (1)	GH62.hmm (2); CBM1.hmm (1)	
ORTHO_00801	2	1	WD40 (5); ResIII (2); SNF2_N (2); Helicase_C (2); Bromodomain (2); SnAC (2); HSA (2); QLQ (1)		
ORTHO_00802	1	2	zf-HIT (2); zf-MYND (1)		
ORTHO_00803	1	2	COesterase (3); Abhydrolase_3 (2); DUF1993 (1)	CE10.hmm (3)	MER032203 (3); MER078701 (3); MER034745 (3); MER034744 (2); MER034728 (2); MER033213 (2); MER077885 (2); MER030934 (2); MER034727 (2); MER034730 (2); MER037850 (2); MER034726 (1); MER037861 (1); MER033198 (1); MER033224 (1); MER033188 (1)
ORTHO_00804	1	2	His_Phos_1 (2)		
ORTHO_00805	0	3			
